Involoved,Class,Sex,Age,Channel,Spending,Product,Location,Title,SpendingCat,AgeCat
0,3,male,32.368090452261306,0,8.05,XX,S,Mr,0,3
0,3,male,35.0,0,7.125,XX,S,Mr,0,3
1,1,female,52.0,0,78.2667,D,C,Mrs,1,7
0,3,male,47.0,0,7.25,XX,S,Mr,0,6
0,3,female,21.773972602739725,2,7.75,XX,Q,Miss,0,2
0,2,male,37.0,0,26.0,XX,S,Mr,0,4
0,3,male,36.0,1,24.15,XX,S,Mr,0,4
1,2,female,21.773972602739725,0,33.0,XX,S,Miss,0,2
0,3,male,49.0,0,0.0,XX,S,Mr,0,6
0,3,male,32.368090452261306,0,7.225,XX,C,Mr,0,3
1,1,male,49.0,0,56.9292,A,C,Rare,1,6
1,2,female,24.0,1,27.0,XX,S,Mrs,0,2
0,3,male,32.368090452261306,0,7.8958,XX,S,Mr,0,3
0,1,male,32.368090452261306,0,42.4,XX,S,Mr,0,3
0,3,male,44.0,0,8.05,XX,S,Mr,0,5
1,1,male,35.0,0,26.55,XX,C,Mr,0,3
0,3,male,36.0,0,15.55,XX,S,Mr,0,4
0,3,male,30.0,0,7.8958,XX,S,Mr,0,2
1,1,male,27.0,0,30.5,XX,S,Mr,0,2
1,2,female,22.0,2,41.5792,XX,C,Mrs,0,2
1,1,female,40.0,0,153.4625,C,S,Miss,3,4
0,3,female,39.0,5,31.275,XX,S,Mrs,0,4
0,3,male,32.368090452261306,0,7.05,XX,S,Mr,0,3
1,3,female,21.773972602739725,0,15.5,XX,Q,Miss,0,2
0,3,male,32.368090452261306,0,7.75,XX,Q,Mr,0,3
0,3,male,35.0,0,8.05,XX,S,Mr,0,3
1,2,female,24.0,2,65.0,XX,S,Miss,1,2
0,3,male,34.0,1,14.4,XX,S,Mr,0,3
0,3,female,26.0,0,16.1,XX,S,Mrs,0,2
1,2,female,4.0,1,39.0,F,S,Miss,0,0
0,2,male,26.0,0,10.5,XX,S,Mr,0,2
0,3,male,27.0,0,14.4542,XX,C,Mr,0,2
1,1,male,42.0,0,52.5542,D,S,Mr,1,5
1,3,male,20.0,1,15.7417,XX,C,Mr,0,1
0,3,male,21.0,0,7.8542,XX,S,Mr,0,2
0,3,male,21.0,0,16.1,XX,S,Mr,0,2
0,1,male,61.0,0,32.3208,D,S,Mr,0,8
0,2,male,57.0,0,12.35,XX,Q,Rare,0,8
1,1,female,21.0,0,77.9583,D,S,Miss,1,2
0,3,male,26.0,0,7.8958,XX,S,Mr,0,2
0,3,male,32.368090452261306,0,7.7333,XX,Q,Mr,0,3
1,1,male,80.0,0,30.0,A,S,Mr,0,9
0,3,male,51.0,0,7.0542,XX,S,Mr,0,7
1,1,male,32.0,0,30.5,B,C,Rare,0,3
0,1,male,32.368090452261306,0,0.0,XX,S,Mr,0,3
0,3,female,9.0,2,27.9,XX,S,Miss,0,0
1,2,female,28.0,0,13.0,XX,S,Miss,0,2
0,3,male,32.0,0,7.925,XX,S,Mr,0,3
0,2,male,31.0,1,26.25,XX,S,Mr,0,3
0,3,female,41.0,5,39.6875,XX,S,Mrs,0,5
0,3,male,32.368090452261306,0,16.1,XX,S,Mr,0,3
0,3,male,20.0,0,7.8542,XX,S,Mr,0,1
1,1,female,24.0,0,69.3,B,C,Miss,1,2
0,3,female,2.0,2,27.9,XX,S,Miss,0,0
1,3,male,32.368090452261306,0,56.4958,XX,S,Mr,1,3
1,3,female,0.75,1,19.2583,XX,C,Miss,0,0
1,1,male,48.0,0,76.7292,D,C,Mr,1,6
0,3,male,19.0,0,7.8958,XX,S,Mr,0,1
1,1,male,56.0,0,35.5,A,C,Rare,0,8
0,3,male,32.368090452261306,0,7.55,XX,S,Mr,0,3
1,3,female,23.0,0,7.55,XX,S,Miss,0,2
0,3,male,32.368090452261306,0,7.8958,XX,S,Mr,0,3
1,2,female,18.0,1,23.0,XX,S,Miss,0,1
0,3,male,21.0,0,8.4333,XX,S,Mr,0,2
1,3,female,21.773972602739725,0,7.8292,XX,Q,Miss,0,2
0,3,female,18.0,0,6.75,XX,Q,Miss,0,1
0,2,male,24.0,0,73.5,XX,S,Mr,1,2
0,3,male,32.368090452261306,0,7.8958,XX,S,Mr,0,3
0,3,female,32.0,1,15.5,XX,Q,Mrs,0,3
0,2,male,23.0,0,13.0,XX,S,Mr,0,2
0,1,male,58.0,2,113.275,D,C,Mr,2,8
1,1,male,50.0,0,133.65,XX,S,Rare,2,6
0,3,male,40.0,0,7.225,XX,C,Mr,0,4
0,1,male,47.0,0,25.5875,E,S,Mr,0,6
0,3,male,36.0,0,7.4958,XX,S,Mr,0,4
1,3,male,20.0,0,7.925,XX,S,Mr,0,1
0,2,male,32.0,0,73.5,XX,S,Mr,1,3
0,2,male,25.0,0,13.0,XX,S,Mr,0,2
0,3,male,32.368090452261306,0,7.775,XX,S,Mr,0,3
0,3,male,43.0,0,8.05,XX,S,Mr,0,5
1,1,female,35.898148148148145,0,52.0,C,S,Mrs,1,4
1,2,female,40.0,1,39.0,XX,S,Mrs,0,4
0,1,male,31.0,0,52.0,B,S,Mr,1,3
0,2,male,70.0,0,10.5,XX,S,Mr,0,9
1,2,male,31.0,0,13.0,XX,S,Mr,0,3
0,2,male,32.368090452261306,0,0.0,XX,S,Mr,0,3
0,3,male,18.0,0,7.775,XX,S,Mr,0,1
0,3,male,24.5,0,8.05,XX,S,Mr,0,2
1,3,female,18.0,0,9.8417,XX,S,Miss,0,1
0,3,female,43.0,6,46.9,XX,S,Mrs,0,5
1,1,male,36.0,1,512.3292,B,C,Mr,5,4
0,3,female,21.773972602739725,0,8.1375,XX,Q,Miss,0,2
1,1,male,27.0,0,76.7292,D,C,Mr,1,2
0,3,male,20.0,0,9.225,XX,S,Mr,0,1
0,3,male,14.0,2,46.9,XX,S,Mr,0,1
0,2,male,60.0,1,39.0,XX,S,Mr,0,8
0,2,male,25.0,2,41.5792,XX,C,Mr,0,2
0,3,male,14.0,1,39.6875,XX,S,Mr,0,1
0,3,male,19.0,0,10.1708,XX,S,Mr,0,1
0,3,male,18.0,0,7.7958,XX,S,Mr,0,1
1,1,female,15.0,1,211.3375,B,S,Miss,4,1
1,1,male,31.0,0,57.0,B,S,Mr,1,3
1,3,female,4.0,1,13.4167,XX,C,Miss,0,0
1,3,male,32.368090452261306,0,56.4958,XX,S,Mr,1,3
0,3,male,25.0,0,7.225,XX,C,Mr,0,2
0,1,male,60.0,0,26.55,XX,S,Rare,0,8
0,2,male,52.0,0,13.5,XX,S,Mr,0,7
0,3,male,44.0,0,8.05,XX,S,Mr,0,5
1,3,female,21.773972602739725,0,7.7333,XX,Q,Miss,0,2
0,1,male,49.0,1,110.8833,C,C,Mr,2,6
0,3,male,42.0,0,7.65,F,S,Mr,0,5
1,1,female,18.0,0,227.525,C,C,Mrs,4,1
1,1,male,35.0,0,26.2875,E,S,Mr,0,3
0,3,female,18.0,1,14.4542,XX,C,Miss,0,1
0,3,male,25.0,0,7.7417,XX,Q,Mr,0,2
0,3,male,26.0,0,7.8542,XX,S,Mr,0,2
0,2,male,39.0,0,26.0,XX,S,Mr,0,4
1,2,female,45.0,0,13.5,XX,S,Mrs,0,5
1,1,male,42.0,0,26.2875,E,S,Mr,0,5
1,1,female,22.0,0,151.55,XX,S,Miss,3,2
1,3,male,4.574166666666667,1,15.2458,XX,C,Master,0,0
1,1,female,24.0,0,49.5042,C,C,Miss,0,2
0,1,male,32.368090452261306,0,26.55,C,S,Mr,0,3
1,1,male,48.0,0,52.0,C,S,Mr,1,6
0,3,male,29.0,0,9.4833,XX,S,Mr,0,2
0,2,male,52.0,0,13.0,XX,S,Mr,0,7
0,3,male,19.0,0,7.65,F,S,Mr,0,1
1,1,female,38.0,0,227.525,C,C,Miss,4,4
1,2,female,27.0,0,10.5,E,S,Miss,0,2
0,3,male,32.368090452261306,0,15.5,XX,Q,Mr,0,3
0,3,male,33.0,0,7.775,XX,S,Mr,0,3
1,2,female,6.0,1,33.0,XX,S,Miss,0,0
0,3,male,17.0,0,7.0542,XX,S,Mr,0,1
0,2,male,34.0,0,13.0,XX,S,Mr,0,3
0,2,male,50.0,0,13.0,XX,S,Mr,0,6
1,1,male,27.0,0,53.1,E,S,Mr,1,2
0,3,male,20.0,0,8.6625,XX,S,Mr,0,1
1,2,female,30.0,0,21.0,XX,S,Mrs,0,2
1,3,female,21.773972602739725,0,7.7375,XX,Q,Miss,0,2
0,2,male,25.0,0,26.0,XX,S,Mr,0,2
0,3,female,25.0,0,7.925,XX,S,Miss,0,2
1,1,female,29.0,0,211.3375,B,S,Miss,4,2
0,3,male,11.0,0,18.7875,XX,C,Mr,0,0
0,2,male,32.368090452261306,0,0.0,XX,S,Mr,0,3
0,2,male,23.0,0,13.0,XX,S,Mr,0,2
0,2,male,23.0,0,13.0,XX,S,Mr,0,2
0,3,male,28.5,0,16.1,XX,S,Mr,0,2
0,3,female,48.0,3,34.375,XX,S,Mrs,0,6
1,1,male,35.0,0,512.3292,B,C,Mr,5,3
0,3,male,32.368090452261306,0,7.8958,XX,S,Mr,0,3
0,3,male,32.368090452261306,0,7.8958,XX,S,Mr,0,3
1,1,male,32.368090452261306,0,30.0,D,S,Mr,0,3
0,1,male,36.0,0,78.85,C,S,Mr,1,4
1,1,female,21.0,2,262.375,B,C,Miss,4,2
0,3,male,24.0,0,16.1,XX,S,Mr,0,2
1,3,male,31.0,0,7.925,XX,S,Mr,0,3
0,1,male,70.0,1,71.0,B,S,Rare,1,9
0,3,male,16.0,1,20.25,XX,S,Mr,0,1
1,2,female,30.0,0,13.0,XX,S,Miss,0,2
0,1,male,19.0,0,53.1,D,S,Mr,1,1
0,3,male,31.0,0,7.75,XX,Q,Mr,0,3
1,2,female,4.0,1,23.0,XX,S,Miss,0,0
1,3,male,6.0,1,12.475,E,S,Master,0,0
0,3,male,33.0,0,9.5,XX,S,Mr,0,3
0,3,male,23.0,0,7.8958,XX,S,Mr,0,2
1,2,female,48.0,2,65.0,XX,S,Mrs,1,6
1,2,male,0.67,1,14.5,XX,S,Master,0,0
0,3,male,28.0,0,7.7958,XX,S,Mr,0,2
0,2,male,18.0,0,11.5,XX,S,Mr,0,1
0,3,male,34.0,0,8.05,XX,S,Mr,0,3
1,1,female,33.0,0,86.5,B,S,the Countess,1,3
0,3,male,32.368090452261306,0,14.5,XX,S,Mr,0,3
0,3,male,41.0,0,7.125,XX,S,Mr,0,5
1,3,male,20.0,0,7.2292,XX,C,Mr,0,1
1,1,female,36.0,2,120.0,B,S,Mrs,2,4
0,3,male,16.0,0,7.775,XX,S,Mr,0,1
1,1,female,51.0,0,77.9583,D,S,Mrs,1,7
0,1,male,42.0,0,39.6,XX,C,Rare,0,5
0,3,female,30.5,0,7.75,XX,Q,Miss,0,3
0,3,male,32.368090452261306,0,24.15,XX,Q,Mr,0,3
0,3,male,32.0,0,8.3625,XX,S,Mr,0,3
0,3,male,24.0,0,9.5,XX,S,Mr,0,2
0,3,male,48.0,0,7.8542,XX,S,Mr,0,6
0,2,female,57.0,0,10.5,E,S,Mrs,0,8
0,3,male,32.368090452261306,0,7.225,XX,C,Mr,0,3
1,2,female,54.0,3,23.0,XX,S,Mrs,0,7
0,3,male,18.0,0,7.75,XX,S,Mr,0,1
0,3,male,32.368090452261306,0,7.75,F,Q,Mr,0,3
1,3,female,5.0,0,12.475,XX,S,Miss,0,0
0,3,male,32.368090452261306,0,7.7375,XX,Q,Mr,0,3
1,1,female,43.0,1,211.3375,B,S,Mrs,4,5
1,3,female,13.0,0,7.2292,XX,C,Miss,0,1
1,1,female,17.0,0,57.0,B,S,Mrs,1,1
0,1,male,29.0,0,30.0,D,S,Mr,0,2
0,3,male,32.368090452261306,2,23.45,XX,S,Mr,0,3
0,3,male,25.0,0,7.05,XX,S,Mr,0,2
0,3,male,25.0,0,7.25,XX,S,Mr,0,2
1,3,female,18.0,0,7.4958,XX,S,Miss,0,1
0,3,male,8.0,1,29.125,XX,Q,Master,0,0
1,3,male,1.0,2,20.575,XX,S,Master,0,0
0,1,male,46.0,0,79.2,B,C,Mr,1,6
0,3,male,32.368090452261306,0,7.75,XX,Q,Mr,0,3
0,2,male,16.0,0,26.0,XX,S,Mr,0,1
0,3,female,21.773972602739725,2,69.55,XX,S,Miss,1,2
0,1,male,32.368090452261306,0,30.6958,XX,C,Mr,0,3
0,3,male,25.0,0,7.8958,XX,S,Mr,0,2
0,2,male,39.0,0,13.0,XX,S,Mr,0,4
1,1,female,49.0,0,25.9292,D,S,Rare,0,6
1,3,female,31.0,0,8.6833,XX,S,Mrs,0,3
0,3,male,30.0,0,7.2292,XX,C,Mr,0,2
0,3,female,30.0,1,24.15,XX,S,Mrs,0,2
0,2,male,34.0,0,13.0,XX,S,Mr,0,3
1,2,female,31.0,1,26.25,XX,S,Mrs,0,3
1,1,male,11.0,2,120.0,B,S,Master,2,0
1,3,male,0.42,1,8.5167,XX,C,Master,0,0
1,3,male,27.0,0,6.975,XX,S,Mr,0,2
0,3,male,31.0,0,7.775,XX,S,Mr,0,3
0,1,male,39.0,0,0.0,A,S,Mr,0,4
0,3,female,18.0,0,7.775,XX,S,Miss,0,1
0,2,male,39.0,0,13.0,XX,S,Mr,0,4
1,1,female,33.0,0,53.1,E,S,Mrs,1,3
0,3,male,26.0,0,7.8875,XX,S,Mr,0,2
0,3,male,39.0,0,24.15,XX,S,Mr,0,4
0,2,male,35.0,0,10.5,XX,S,Mr,0,3
0,3,female,6.0,2,31.275,XX,S,Miss,0,0
0,3,male,30.5,0,8.05,XX,S,Mr,0,3
0,1,male,32.368090452261306,0,0.0,B,S,Mr,0,3
0,3,female,23.0,0,7.925,XX,S,Miss,0,2
0,2,male,31.0,1,37.0042,XX,C,Mr,0,3
0,3,male,43.0,0,6.45,XX,S,Mr,0,5
0,3,male,10.0,2,27.9,XX,S,Master,0,0
1,1,female,52.0,1,93.5,B,S,Mrs,1,7
1,3,male,27.0,0,8.6625,XX,S,Mr,0,2
0,1,male,38.0,0,0.0,XX,S,Rare,0,4
1,3,female,27.0,1,12.475,E,S,Mrs,0,2
0,3,male,2.0,1,39.6875,XX,S,Master,0,0
0,3,male,32.368090452261306,0,6.95,XX,Q,Mr,0,3
0,3,male,32.368090452261306,0,56.4958,XX,S,Mr,1,3
1,2,male,1.0,2,37.0042,XX,C,Master,0,0
1,3,male,32.368090452261306,0,7.75,XX,Q,Mr,0,3
1,1,female,62.0,0,80.0,B,,Mrs,1,8
1,3,female,15.0,0,14.4542,XX,C,Mrs,0,1
1,2,male,0.83,1,18.75,XX,S,Master,0,0
0,3,male,32.368090452261306,0,7.2292,XX,C,Mr,0,3
0,3,male,23.0,0,7.8542,XX,S,Mr,0,2
0,3,male,18.0,0,8.3,XX,S,Mr,0,1
1,1,female,39.0,1,83.1583,E,C,Miss,1,4
0,3,male,21.0,0,8.6625,XX,S,Mr,0,2
0,3,male,32.368090452261306,0,8.05,XX,S,Mr,0,3
1,3,male,32.0,0,56.4958,XX,S,Mr,1,3
1,1,male,32.368090452261306,0,29.7,C,C,Mr,0,3
0,3,male,20.0,0,7.925,XX,S,Mr,0,1
0,2,male,16.0,0,10.5,XX,S,Mr,0,1
1,1,female,30.0,0,31.0,XX,C,Miss,0,2
0,3,male,34.5,0,6.4375,XX,C,Mr,0,3
0,3,male,17.0,0,8.6625,XX,S,Mr,0,1
0,3,male,42.0,0,7.55,XX,S,Mr,0,5
0,3,male,32.368090452261306,2,69.55,XX,S,Mr,1,3
0,3,male,35.0,0,7.8958,XX,C,Mr,0,3
0,2,male,28.0,1,33.0,XX,S,Rare,0,2
1,1,female,35.898148148148145,0,89.1042,C,C,Mrs,1,4
0,3,male,4.0,2,31.275,XX,S,Master,0,0
0,3,male,74.0,0,7.775,XX,S,Mr,0,9
0,3,female,9.0,1,15.2458,XX,C,Miss,0,0
1,1,female,16.0,1,39.4,D,S,Miss,0,1
0,2,female,44.0,0,26.0,XX,S,Mrs,0,5
1,3,female,18.0,1,9.35,XX,S,Mrs,0,1
1,1,female,45.0,1,164.8667,XX,S,Mrs,3,5
1,1,male,51.0,0,26.55,E,S,Mr,0,7
1,3,female,24.0,3,19.2583,XX,C,Mrs,0,2
0,3,male,32.368090452261306,0,7.2292,XX,C,Mr,0,3
0,3,male,41.0,0,14.1083,XX,S,Mr,0,5
0,2,male,21.0,0,11.5,XX,S,Mr,0,2
1,1,female,48.0,0,25.9292,D,S,Mrs,0,6
0,3,female,21.773972602739725,2,69.55,XX,S,Miss,1,2
0,2,male,24.0,0,13.0,XX,S,Mr,0,2
1,2,female,42.0,0,13.0,XX,S,Mrs,0,5
1,2,female,27.0,0,13.8583,XX,C,Miss,0,2
0,1,male,31.0,0,50.4958,A,S,Mr,1,3
0,3,male,32.368090452261306,0,9.5,XX,S,Mr,0,3
1,3,male,4.0,1,11.1333,XX,S,Master,0,0
0,3,male,26.0,0,7.8958,XX,S,Mr,0,2
1,1,female,47.0,1,52.5542,D,S,Mrs,1,6
0,1,male,33.0,0,5.0,B,S,Mr,0,3
0,3,male,47.0,0,9.0,XX,S,Mr,0,6
1,2,female,28.0,0,24.0,XX,C,Mrs,0,2
1,3,female,15.0,0,7.225,XX,C,Miss,0,1
0,3,male,20.0,0,9.8458,XX,S,Mr,0,1
0,3,male,19.0,0,7.8958,XX,S,Mr,0,1
0,3,male,32.368090452261306,0,7.8958,XX,S,Mr,0,3
1,1,female,56.0,1,83.1583,C,C,Mrs,1,8
1,2,female,25.0,1,26.0,XX,S,Mrs,0,2
0,3,male,33.0,0,7.8958,XX,S,Mr,0,3
0,3,female,22.0,0,10.5167,XX,S,Miss,0,2
0,2,male,28.0,0,10.5,XX,S,Mr,0,2
0,3,male,25.0,0,7.05,XX,S,Mr,0,2
0,3,female,39.0,5,29.125,XX,Q,Mrs,0,4
0,2,male,27.0,0,13.0,XX,S,Rare,0,2
1,1,female,19.0,0,30.0,B,S,Miss,0,1
0,3,female,21.773972602739725,2,23.45,XX,S,Miss,0,2
1,1,male,26.0,0,30.0,C,C,Mr,0,2
0,3,male,32.0,0,7.75,XX,Q,Mr,0,3
